prompt_id,split,split_rule
P000678,train,prompt_disjoint_v1
P001369,train,prompt_disjoint_v1
P006746,train,prompt_disjoint_v1
P003315,train,prompt_disjoint_v1
P003916,train,prompt_disjoint_v1
P001568,train,prompt_disjoint_v1
P001680,train,prompt_disjoint_v1
P007041,train,prompt_disjoint_v1
P004883,train,prompt_disjoint_v1
P003150,train,prompt_disjoint_v1
P006578,train,prompt_disjoint_v1
P006199,train,prompt_disjoint_v1
P006484,train,prompt_disjoint_v1
P003106,train,prompt_disjoint_v1
P006152,train,prompt_disjoint_v1
P002832,train,prompt_disjoint_v1
P004222,train,prompt_disjoint_v1
P002581,train,prompt_disjoint_v1
P002830,train,prompt_disjoint_v1
P007024,train,prompt_disjoint_v1
P004744,train,prompt_disjoint_v1
P006968,train,prompt_disjoint_v1
P005069,train,prompt_disjoint_v1
P000424,train,prompt_disjoint_v1
P003233,train,prompt_disjoint_v1
P006487,train,prompt_disjoint_v1
P005101,train,prompt_disjoint_v1
P002440,train,prompt_disjoint_v1
P001996,train,prompt_disjoint_v1
P006113,train,prompt_disjoint_v1
P002595,train,prompt_disjoint_v1
P004494,train,prompt_disjoint_v1
P000918,train,prompt_disjoint_v1
P003329,train,prompt_disjoint_v1
P001060,train,prompt_disjoint_v1
P003313,train,prompt_disjoint_v1
P006250,train,prompt_disjoint_v1
P002268,train,prompt_disjoint_v1
P005877,train,prompt_disjoint_v1
P000812,train,prompt_disjoint_v1
P000724,train,prompt_disjoint_v1
P001886,train,prompt_disjoint_v1
P000153,train,prompt_disjoint_v1
P005355,train,prompt_disjoint_v1
P002549,train,prompt_disjoint_v1
P006844,train,prompt_disjoint_v1
P003494,train,prompt_disjoint_v1
P002105,train,prompt_disjoint_v1
P004091,train,prompt_disjoint_v1
P005034,train,prompt_disjoint_v1
P003294,train,prompt_disjoint_v1
P004405,train,prompt_disjoint_v1
P005473,train,prompt_disjoint_v1
P001986,train,prompt_disjoint_v1
P000114,train,prompt_disjoint_v1
P003182,train,prompt_disjoint_v1
P001504,train,prompt_disjoint_v1
P003983,train,prompt_disjoint_v1
P003599,train,prompt_disjoint_v1
P001813,train,prompt_disjoint_v1
P007178,train,prompt_disjoint_v1
P004738,train,prompt_disjoint_v1
P002250,train,prompt_disjoint_v1
P006881,train,prompt_disjoint_v1
P003906,train,prompt_disjoint_v1
P006960,train,prompt_disjoint_v1
P005053,train,prompt_disjoint_v1
P006630,train,prompt_disjoint_v1
P005254,train,prompt_disjoint_v1
P004575,train,prompt_disjoint_v1
P005496,train,prompt_disjoint_v1
P006857,train,prompt_disjoint_v1
P006024,train,prompt_disjoint_v1
P004973,train,prompt_disjoint_v1
P003961,train,prompt_disjoint_v1
P004180,train,prompt_disjoint_v1
P003015,train,prompt_disjoint_v1
P003279,train,prompt_disjoint_v1
P005847,train,prompt_disjoint_v1
P002694,train,prompt_disjoint_v1
P002189,train,prompt_disjoint_v1
P006172,train,prompt_disjoint_v1
P007043,train,prompt_disjoint_v1
P005091,train,prompt_disjoint_v1
P005081,train,prompt_disjoint_v1
P005439,train,prompt_disjoint_v1
P000725,train,prompt_disjoint_v1
P004259,train,prompt_disjoint_v1
P001379,train,prompt_disjoint_v1
P002992,train,prompt_disjoint_v1
P001027,train,prompt_disjoint_v1
P002237,train,prompt_disjoint_v1
P006400,train,prompt_disjoint_v1
P002585,train,prompt_disjoint_v1
P006640,train,prompt_disjoint_v1
P006195,train,prompt_disjoint_v1
P002297,train,prompt_disjoint_v1
P001291,train,prompt_disjoint_v1
P003131,train,prompt_disjoint_v1
P003835,train,prompt_disjoint_v1
P000436,train,prompt_disjoint_v1
P004263,train,prompt_disjoint_v1
P004122,train,prompt_disjoint_v1
P003495,train,prompt_disjoint_v1
P000065,train,prompt_disjoint_v1
P005676,train,prompt_disjoint_v1
P000490,train,prompt_disjoint_v1
P002683,train,prompt_disjoint_v1
P001067,train,prompt_disjoint_v1
P003900,train,prompt_disjoint_v1
P001915,train,prompt_disjoint_v1
P004288,train,prompt_disjoint_v1
P003801,train,prompt_disjoint_v1
P001383,train,prompt_disjoint_v1
P000310,train,prompt_disjoint_v1
P002221,train,prompt_disjoint_v1
P006547,train,prompt_disjoint_v1
P003285,train,prompt_disjoint_v1
P004359,train,prompt_disjoint_v1
P000196,train,prompt_disjoint_v1
P006402,train,prompt_disjoint_v1
P000598,train,prompt_disjoint_v1
P002602,train,prompt_disjoint_v1
P003560,train,prompt_disjoint_v1
P001737,train,prompt_disjoint_v1
P007114,train,prompt_disjoint_v1
P002811,train,prompt_disjoint_v1
P002204,train,prompt_disjoint_v1
P000141,train,prompt_disjoint_v1
P004397,train,prompt_disjoint_v1
P005317,train,prompt_disjoint_v1
P004991,train,prompt_disjoint_v1
P005314,train,prompt_disjoint_v1
P004784,train,prompt_disjoint_v1
P006953,train,prompt_disjoint_v1
P006206,train,prompt_disjoint_v1
P005072,train,prompt_disjoint_v1
P004728,train,prompt_disjoint_v1
P002732,train,prompt_disjoint_v1
P000580,train,prompt_disjoint_v1
P004514,train,prompt_disjoint_v1
P004395,train,prompt_disjoint_v1
P001318,train,prompt_disjoint_v1
P006710,train,prompt_disjoint_v1
P005102,train,prompt_disjoint_v1
P003350,train,prompt_disjoint_v1
P001980,train,prompt_disjoint_v1
P003043,train,prompt_disjoint_v1
P001812,train,prompt_disjoint_v1
P002570,train,prompt_disjoint_v1
P000676,train,prompt_disjoint_v1
P006618,train,prompt_disjoint_v1
P006373,train,prompt_disjoint_v1
P002894,train,prompt_disjoint_v1
P001500,train,prompt_disjoint_v1
P006757,train,prompt_disjoint_v1
P003260,train,prompt_disjoint_v1
P005155,train,prompt_disjoint_v1
P004875,train,prompt_disjoint_v1
P006535,train,prompt_disjoint_v1
P003529,train,prompt_disjoint_v1
P004026,train,prompt_disjoint_v1
P003481,train,prompt_disjoint_v1
P006767,train,prompt_disjoint_v1
P000602,train,prompt_disjoint_v1
P000040,train,prompt_disjoint_v1
P004618,train,prompt_disjoint_v1
P000821,train,prompt_disjoint_v1
P007037,train,prompt_disjoint_v1
P000089,train,prompt_disjoint_v1
P006647,train,prompt_disjoint_v1
P005947,train,prompt_disjoint_v1
P004614,train,prompt_disjoint_v1
P005340,train,prompt_disjoint_v1
P000820,train,prompt_disjoint_v1
P000291,train,prompt_disjoint_v1
P000140,train,prompt_disjoint_v1
P001356,train,prompt_disjoint_v1
P003215,train,prompt_disjoint_v1
P003496,train,prompt_disjoint_v1
P006672,train,prompt_disjoint_v1
P005329,train,prompt_disjoint_v1
P000158,train,prompt_disjoint_v1
P000341,train,prompt_disjoint_v1
P003881,train,prompt_disjoint_v1
P003483,train,prompt_disjoint_v1
P000066,train,prompt_disjoint_v1
P006163,train,prompt_disjoint_v1
P006937,train,prompt_disjoint_v1
P005187,train,prompt_disjoint_v1
P001966,train,prompt_disjoint_v1
P006530,train,prompt_disjoint_v1
P002186,train,prompt_disjoint_v1
P003245,train,prompt_disjoint_v1
P005924,train,prompt_disjoint_v1
P003135,train,prompt_disjoint_v1
P002276,train,prompt_disjoint_v1
P004045,train,prompt_disjoint_v1
P001864,train,prompt_disjoint_v1
P001768,train,prompt_disjoint_v1
P006276,train,prompt_disjoint_v1
P002597,train,prompt_disjoint_v1
P006428,train,prompt_disjoint_v1
P006064,train,prompt_disjoint_v1
P001284,train,prompt_disjoint_v1
P001681,train,prompt_disjoint_v1
P006980,train,prompt_disjoint_v1
P004031,train,prompt_disjoint_v1
P004158,train,prompt_disjoint_v1
P003139,train,prompt_disjoint_v1
P001734,train,prompt_disjoint_v1
P003405,train,prompt_disjoint_v1
P006077,train,prompt_disjoint_v1
P002193,train,prompt_disjoint_v1
P004483,train,prompt_disjoint_v1
P000443,train,prompt_disjoint_v1
P002712,train,prompt_disjoint_v1
P001466,train,prompt_disjoint_v1
P001802,train,prompt_disjoint_v1
P001367,train,prompt_disjoint_v1
P004478,train,prompt_disjoint_v1
P005064,train,prompt_disjoint_v1
P003712,train,prompt_disjoint_v1
P003148,train,prompt_disjoint_v1
P006509,train,prompt_disjoint_v1
P005432,train,prompt_disjoint_v1
P004204,train,prompt_disjoint_v1
P000340,train,prompt_disjoint_v1
P003624,train,prompt_disjoint_v1
P000733,train,prompt_disjoint_v1
P000743,train,prompt_disjoint_v1
P005043,train,prompt_disjoint_v1
P001162,train,prompt_disjoint_v1
P006954,train,prompt_disjoint_v1
P005342,train,prompt_disjoint_v1
P004328,train,prompt_disjoint_v1
P002435,train,prompt_disjoint_v1
P000077,train,prompt_disjoint_v1
P005454,train,prompt_disjoint_v1
P005308,train,prompt_disjoint_v1
P001146,train,prompt_disjoint_v1
P002983,train,prompt_disjoint_v1
P000227,train,prompt_disjoint_v1
P000728,train,prompt_disjoint_v1
P003577,train,prompt_disjoint_v1
P005647,train,prompt_disjoint_v1
P001619,train,prompt_disjoint_v1
P003575,train,prompt_disjoint_v1
P001704,train,prompt_disjoint_v1
P005181,train,prompt_disjoint_v1
P006676,train,prompt_disjoint_v1
P007144,train,prompt_disjoint_v1
P004265,train,prompt_disjoint_v1
P001213,train,prompt_disjoint_v1
P000134,train,prompt_disjoint_v1
P007120,train,prompt_disjoint_v1
P004521,train,prompt_disjoint_v1
P003395,train,prompt_disjoint_v1
P001395,train,prompt_disjoint_v1
P000990,train,prompt_disjoint_v1
P004319,train,prompt_disjoint_v1
P000924,train,prompt_disjoint_v1
P003591,train,prompt_disjoint_v1
P001597,train,prompt_disjoint_v1
P003476,train,prompt_disjoint_v1
P000359,train,prompt_disjoint_v1
P000185,train,prompt_disjoint_v1
P005157,train,prompt_disjoint_v1
P003739,train,prompt_disjoint_v1
P001433,train,prompt_disjoint_v1
P001870,train,prompt_disjoint_v1
P004428,train,prompt_disjoint_v1
P007167,train,prompt_disjoint_v1
P006004,train,prompt_disjoint_v1
P006080,train,prompt_disjoint_v1
P004841,train,prompt_disjoint_v1
P003851,train,prompt_disjoint_v1
P006446,train,prompt_disjoint_v1
P004997,train,prompt_disjoint_v1
P002304,train,prompt_disjoint_v1
P001201,train,prompt_disjoint_v1
P000700,train,prompt_disjoint_v1
P005956,train,prompt_disjoint_v1
P002973,train,prompt_disjoint_v1
P005059,train,prompt_disjoint_v1
P002703,train,prompt_disjoint_v1
P000070,train,prompt_disjoint_v1
P000128,train,prompt_disjoint_v1
P002341,train,prompt_disjoint_v1
P003265,train,prompt_disjoint_v1
P003355,train,prompt_disjoint_v1
P000925,train,prompt_disjoint_v1
P006440,train,prompt_disjoint_v1
P003103,train,prompt_disjoint_v1
P001275,train,prompt_disjoint_v1
P006759,train,prompt_disjoint_v1
P001572,train,prompt_disjoint_v1
P005389,train,prompt_disjoint_v1
P005586,train,prompt_disjoint_v1
P005495,train,prompt_disjoint_v1
P005084,train,prompt_disjoint_v1
P001947,train,prompt_disjoint_v1
P005651,train,prompt_disjoint_v1
P006184,train,prompt_disjoint_v1
P004364,train,prompt_disjoint_v1
P004257,train,prompt_disjoint_v1
P005172,train,prompt_disjoint_v1
P000480,train,prompt_disjoint_v1
P000437,train,prompt_disjoint_v1
P006819,train,prompt_disjoint_v1
P005894,train,prompt_disjoint_v1
P003438,train,prompt_disjoint_v1
P001138,train,prompt_disjoint_v1
P005368,train,prompt_disjoint_v1
P006868,train,prompt_disjoint_v1
P003735,train,prompt_disjoint_v1
P001166,train,prompt_disjoint_v1
P001871,train,prompt_disjoint_v1
P005945,train,prompt_disjoint_v1
P007008,train,prompt_disjoint_v1
P006065,train,prompt_disjoint_v1
P002760,train,prompt_disjoint_v1
P000981,train,prompt_disjoint_v1
P005648,train,prompt_disjoint_v1
P004099,train,prompt_disjoint_v1
P005683,train,prompt_disjoint_v1
P003701,train,prompt_disjoint_v1
P001805,train,prompt_disjoint_v1
P002835,train,prompt_disjoint_v1
P006436,train,prompt_disjoint_v1
P005490,train,prompt_disjoint_v1
P005283,train,prompt_disjoint_v1
P006343,train,prompt_disjoint_v1
P002912,train,prompt_disjoint_v1
P006931,train,prompt_disjoint_v1
P004624,train,prompt_disjoint_v1
P006664,train,prompt_disjoint_v1
P003588,train,prompt_disjoint_v1
P004855,train,prompt_disjoint_v1
P003115,train,prompt_disjoint_v1
P006796,train,prompt_disjoint_v1
P000665,train,prompt_disjoint_v1
P000482,train,prompt_disjoint_v1
P001193,train,prompt_disjoint_v1
P000540,train,prompt_disjoint_v1
P003809,train,prompt_disjoint_v1
P001075,train,prompt_disjoint_v1
P002866,train,prompt_disjoint_v1
P003969,train,prompt_disjoint_v1
P004549,train,prompt_disjoint_v1
P005543,train,prompt_disjoint_v1
P004622,train,prompt_disjoint_v1
P002839,train,prompt_disjoint_v1
P000889,train,prompt_disjoint_v1
P000879,train,prompt_disjoint_v1
P005931,train,prompt_disjoint_v1
P005553,train,prompt_disjoint_v1
P003799,train,prompt_disjoint_v1
P001100,train,prompt_disjoint_v1
P001979,train,prompt_disjoint_v1
P005939,train,prompt_disjoint_v1
P001397,train,prompt_disjoint_v1
P001751,train,prompt_disjoint_v1
P004042,train,prompt_disjoint_v1
P007080,train,prompt_disjoint_v1
P001018,train,prompt_disjoint_v1
P005895,train,prompt_disjoint_v1
P001590,train,prompt_disjoint_v1
P002716,train,prompt_disjoint_v1
P006416,train,prompt_disjoint_v1
P003821,train,prompt_disjoint_v1
P000106,train,prompt_disjoint_v1
P003066,train,prompt_disjoint_v1
P006967,train,prompt_disjoint_v1
P000257,train,prompt_disjoint_v1
P003223,train,prompt_disjoint_v1
P005189,train,prompt_disjoint_v1
P002353,train,prompt_disjoint_v1
P000606,train,prompt_disjoint_v1
P000845,train,prompt_disjoint_v1
P000895,train,prompt_disjoint_v1
P006231,train,prompt_disjoint_v1
P000521,train,prompt_disjoint_v1
P005653,train,prompt_disjoint_v1
P005555,train,prompt_disjoint_v1
P001299,train,prompt_disjoint_v1
P006587,train,prompt_disjoint_v1
P004220,train,prompt_disjoint_v1
P007108,train,prompt_disjoint_v1
P003886,train,prompt_disjoint_v1
P005128,train,prompt_disjoint_v1
P003856,train,prompt_disjoint_v1
P001032,train,prompt_disjoint_v1
P004732,train,prompt_disjoint_v1
P003510,train,prompt_disjoint_v1
P002542,train,prompt_disjoint_v1
P002870,train,prompt_disjoint_v1
P002177,train,prompt_disjoint_v1
P003792,train,prompt_disjoint_v1
P006914,train,prompt_disjoint_v1
P005601,train,prompt_disjoint_v1
P005170,train,prompt_disjoint_v1
P000688,train,prompt_disjoint_v1
P000264,train,prompt_disjoint_v1
P001702,train,prompt_disjoint_v1
P003198,train,prompt_disjoint_v1
P000934,train,prompt_disjoint_v1
P000186,train,prompt_disjoint_v1
P005533,train,prompt_disjoint_v1
P000019,train,prompt_disjoint_v1
P000245,train,prompt_disjoint_v1
P001270,train,prompt_disjoint_v1
P003058,train,prompt_disjoint_v1
P006507,train,prompt_disjoint_v1
P002247,train,prompt_disjoint_v1
P000295,train,prompt_disjoint_v1
P001483,train,prompt_disjoint_v1
P004289,train,prompt_disjoint_v1
P001053,train,prompt_disjoint_v1
P006208,train,prompt_disjoint_v1
P004124,train,prompt_disjoint_v1
P004696,train,prompt_disjoint_v1
P002438,train,prompt_disjoint_v1
P003654,train,prompt_disjoint_v1
P006303,train,prompt_disjoint_v1
P003474,train,prompt_disjoint_v1
P001918,train,prompt_disjoint_v1
P005709,train,prompt_disjoint_v1
P003352,train,prompt_disjoint_v1
P005252,train,prompt_disjoint_v1
P005386,train,prompt_disjoint_v1
P003936,train,prompt_disjoint_v1
P001286,train,prompt_disjoint_v1
P002727,train,prompt_disjoint_v1
P004374,train,prompt_disjoint_v1
P004029,train,prompt_disjoint_v1
P003666,train,prompt_disjoint_v1
P001319,train,prompt_disjoint_v1
P001237,train,prompt_disjoint_v1
P002913,train,prompt_disjoint_v1
P005970,train,prompt_disjoint_v1
P000629,train,prompt_disjoint_v1
P006049,train,prompt_disjoint_v1
P006495,train,prompt_disjoint_v1
P001036,train,prompt_disjoint_v1
P001256,train,prompt_disjoint_v1
P004466,train,prompt_disjoint_v1
P002918,train,prompt_disjoint_v1
P006196,train,prompt_disjoint_v1
P005810,train,prompt_disjoint_v1
P003001,train,prompt_disjoint_v1
P004368,train,prompt_disjoint_v1
P001509,train,prompt_disjoint_v1
P002559,train,prompt_disjoint_v1
P005212,train,prompt_disjoint_v1
P000286,train,prompt_disjoint_v1
P001747,train,prompt_disjoint_v1
P004135,train,prompt_disjoint_v1
P005812,train,prompt_disjoint_v1
P003386,train,prompt_disjoint_v1
P004107,train,prompt_disjoint_v1
P007006,train,prompt_disjoint_v1
P005231,train,prompt_disjoint_v1
P002234,train,prompt_disjoint_v1
P001123,train,prompt_disjoint_v1
P002673,train,prompt_disjoint_v1
P003788,train,prompt_disjoint_v1
P000705,train,prompt_disjoint_v1
P005139,train,prompt_disjoint_v1
P001488,train,prompt_disjoint_v1
P003412,train,prompt_disjoint_v1
P001339,train,prompt_disjoint_v1
P004809,train,prompt_disjoint_v1
P000507,train,prompt_disjoint_v1
P004474,train,prompt_disjoint_v1
P005031,train,prompt_disjoint_v1
P000187,train,prompt_disjoint_v1
P002279,train,prompt_disjoint_v1
P002039,train,prompt_disjoint_v1
P004621,train,prompt_disjoint_v1
P002964,train,prompt_disjoint_v1
P006290,train,prompt_disjoint_v1
P000717,train,prompt_disjoint_v1
P001454,train,prompt_disjoint_v1
P000869,train,prompt_disjoint_v1
P006058,train,prompt_disjoint_v1
P006245,train,prompt_disjoint_v1
P004536,train,prompt_disjoint_v1
P006270,train,prompt_disjoint_v1
P005048,train,prompt_disjoint_v1
P005842,train,prompt_disjoint_v1
P001384,train,prompt_disjoint_v1
P007027,train,prompt_disjoint_v1
P006634,train,prompt_disjoint_v1
P004290,train,prompt_disjoint_v1
P002248,train,prompt_disjoint_v1
P002242,train,prompt_disjoint_v1
P000694,train,prompt_disjoint_v1
P000726,train,prompt_disjoint_v1
P002875,train,prompt_disjoint_v1
P005628,train,prompt_disjoint_v1
P001469,train,prompt_disjoint_v1
P005041,train,prompt_disjoint_v1
P004232,train,prompt_disjoint_v1
P005049,train,prompt_disjoint_v1
P005640,train,prompt_disjoint_v1
P003507,train,prompt_disjoint_v1
P002238,train,prompt_disjoint_v1
P004092,train,prompt_disjoint_v1
P005193,train,prompt_disjoint_v1
P001903,train,prompt_disjoint_v1
P001781,train,prompt_disjoint_v1
P002526,train,prompt_disjoint_v1
P003968,train,prompt_disjoint_v1
P004009,train,prompt_disjoint_v1
P001410,train,prompt_disjoint_v1
P005912,train,prompt_disjoint_v1
P000272,train,prompt_disjoint_v1
P001143,train,prompt_disjoint_v1
P002996,train,prompt_disjoint_v1
P004901,train,prompt_disjoint_v1
P002974,train,prompt_disjoint_v1
P005852,train,prompt_disjoint_v1
P000200,train,prompt_disjoint_v1
P004810,train,prompt_disjoint_v1
P002472,train,prompt_disjoint_v1
P003859,train,prompt_disjoint_v1
P000776,train,prompt_disjoint_v1
P001413,train,prompt_disjoint_v1
P006475,train,prompt_disjoint_v1
P006457,train,prompt_disjoint_v1
P004697,train,prompt_disjoint_v1
P006310,train,prompt_disjoint_v1
P001338,train,prompt_disjoint_v1
P001868,train,prompt_disjoint_v1
P000627,train,prompt_disjoint_v1
P006847,train,prompt_disjoint_v1
P001869,train,prompt_disjoint_v1
P000292,train,prompt_disjoint_v1
P006927,train,prompt_disjoint_v1
P006197,train,prompt_disjoint_v1
P001636,train,prompt_disjoint_v1
P004356,train,prompt_disjoint_v1
P001097,train,prompt_disjoint_v1
P003472,train,prompt_disjoint_v1
P006410,train,prompt_disjoint_v1
P002623,train,prompt_disjoint_v1
P002109,train,prompt_disjoint_v1
P004239,train,prompt_disjoint_v1
P003402,train,prompt_disjoint_v1
P002217,train,prompt_disjoint_v1
P000908,train,prompt_disjoint_v1
P001280,train,prompt_disjoint_v1
P002207,train,prompt_disjoint_v1
P002135,train,prompt_disjoint_v1
P000718,train,prompt_disjoint_v1
P002107,train,prompt_disjoint_v1
P005704,train,prompt_disjoint_v1
P006897,train,prompt_disjoint_v1
P007092,train,prompt_disjoint_v1
P004888,train,prompt_disjoint_v1
P004240,train,prompt_disjoint_v1
P002801,train,prompt_disjoint_v1
P001564,train,prompt_disjoint_v1
P002413,train,prompt_disjoint_v1
P004668,train,prompt_disjoint_v1
P003065,train,prompt_disjoint_v1
P001689,train,prompt_disjoint_v1
P001102,train,prompt_disjoint_v1
P003908,train,prompt_disjoint_v1
P004195,train,prompt_disjoint_v1
P004740,train,prompt_disjoint_v1
P004142,train,prompt_disjoint_v1
P003718,train,prompt_disjoint_v1
P001159,train,prompt_disjoint_v1
P001038,train,prompt_disjoint_v1
P003396,train,prompt_disjoint_v1
P005488,train,prompt_disjoint_v1
P001180,train,prompt_disjoint_v1
P006398,train,prompt_disjoint_v1
P003473,train,prompt_disjoint_v1
P003688,train,prompt_disjoint_v1
P004819,train,prompt_disjoint_v1
P006586,train,prompt_disjoint_v1
P003732,train,prompt_disjoint_v1
P005505,train,prompt_disjoint_v1
P001255,train,prompt_disjoint_v1
P001420,train,prompt_disjoint_v1
P001378,train,prompt_disjoint_v1
P000783,train,prompt_disjoint_v1
P002494,train,prompt_disjoint_v1
P006830,train,prompt_disjoint_v1
P000016,train,prompt_disjoint_v1
P003854,train,prompt_disjoint_v1
P002644,train,prompt_disjoint_v1
P003112,train,prompt_disjoint_v1
P001519,train,prompt_disjoint_v1
P000420,train,prompt_disjoint_v1
P002962,train,prompt_disjoint_v1
P004372,train,prompt_disjoint_v1
P001908,train,prompt_disjoint_v1
P002531,train,prompt_disjoint_v1
P003232,train,prompt_disjoint_v1
P003985,train,prompt_disjoint_v1
P001561,train,prompt_disjoint_v1
P002672,train,prompt_disjoint_v1
P003887,train,prompt_disjoint_v1
P000120,train,prompt_disjoint_v1
P005030,train,prompt_disjoint_v1
P002264,train,prompt_disjoint_v1
P001463,train,prompt_disjoint_v1
P004398,train,prompt_disjoint_v1
P000713,train,prompt_disjoint_v1
P001381,train,prompt_disjoint_v1
P005192,train,prompt_disjoint_v1
P004711,train,prompt_disjoint_v1
P002701,train,prompt_disjoint_v1
P000714,train,prompt_disjoint_v1
P001807,train,prompt_disjoint_v1
P002426,train,prompt_disjoint_v1
P006751,train,prompt_disjoint_v1
P006175,train,prompt_disjoint_v1
P006663,train,prompt_disjoint_v1
P003612,train,prompt_disjoint_v1
P005472,train,prompt_disjoint_v1
P005451,train,prompt_disjoint_v1
P002669,train,prompt_disjoint_v1
P002222,train,prompt_disjoint_v1
P006463,train,prompt_disjoint_v1
P002190,train,prompt_disjoint_v1
P002556,train,prompt_disjoint_v1
P000216,train,prompt_disjoint_v1
P000063,train,prompt_disjoint_v1
P006063,train,prompt_disjoint_v1
P002980,train,prompt_disjoint_v1
P006608,train,prompt_disjoint_v1
P000798,train,prompt_disjoint_v1
P002000,train,prompt_disjoint_v1
P000607,train,prompt_disjoint_v1
P004576,train,prompt_disjoint_v1
P005913,train,prompt_disjoint_v1
P003825,train,prompt_disjoint_v1
P000576,train,prompt_disjoint_v1
P006381,train,prompt_disjoint_v1
P006035,train,prompt_disjoint_v1
P005045,train,prompt_disjoint_v1
P003069,train,prompt_disjoint_v1
P000943,train,prompt_disjoint_v1
P000452,train,prompt_disjoint_v1
P005444,train,prompt_disjoint_v1
P006395,train,prompt_disjoint_v1
P000994,train,prompt_disjoint_v1
P005978,train,prompt_disjoint_v1
P002554,train,prompt_disjoint_v1
P006167,train,prompt_disjoint_v1
P003933,train,prompt_disjoint_v1
P002348,train,prompt_disjoint_v1
P006722,train,prompt_disjoint_v1
P000873,train,prompt_disjoint_v1
P000388,train,prompt_disjoint_v1
P005278,train,prompt_disjoint_v1
P003087,train,prompt_disjoint_v1
P006084,train,prompt_disjoint_v1
P000603,train,prompt_disjoint_v1
P001174,train,prompt_disjoint_v1
P000909,train,prompt_disjoint_v1
P003389,train,prompt_disjoint_v1
P001328,train,prompt_disjoint_v1
P006112,train,prompt_disjoint_v1
P002433,train,prompt_disjoint_v1
P005882,train,prompt_disjoint_v1
P005127,train,prompt_disjoint_v1
P004636,train,prompt_disjoint_v1
P002368,train,prompt_disjoint_v1
P002668,train,prompt_disjoint_v1
P005326,train,prompt_disjoint_v1
P005460,train,prompt_disjoint_v1
P005035,train,prompt_disjoint_v1
P002895,train,prompt_disjoint_v1
P001507,train,prompt_disjoint_v1
P003419,train,prompt_disjoint_v1
P002600,train,prompt_disjoint_v1
P001585,train,prompt_disjoint_v1
P002431,train,prompt_disjoint_v1
P005717,train,prompt_disjoint_v1
P004681,train,prompt_disjoint_v1
P006340,train,prompt_disjoint_v1
P001837,train,prompt_disjoint_v1
P001117,train,prompt_disjoint_v1
P006489,train,prompt_disjoint_v1
P000148,train,prompt_disjoint_v1
P003064,train,prompt_disjoint_v1
P006992,train,prompt_disjoint_v1
P004679,train,prompt_disjoint_v1
P000464,train,prompt_disjoint_v1
P005821,train,prompt_disjoint_v1
P003611,train,prompt_disjoint_v1
P001895,train,prompt_disjoint_v1
P005715,train,prompt_disjoint_v1
P002329,train,prompt_disjoint_v1
P000400,train,prompt_disjoint_v1
P005981,train,prompt_disjoint_v1
P000113,train,prompt_disjoint_v1
P000559,train,prompt_disjoint_v1
P001885,train,prompt_disjoint_v1
P005888,train,prompt_disjoint_v1
P002037,train,prompt_disjoint_v1
P005411,train,prompt_disjoint_v1
P001951,train,prompt_disjoint_v1
P005687,train,prompt_disjoint_v1
P005582,train,prompt_disjoint_v1
P006541,train,prompt_disjoint_v1
P005762,train,prompt_disjoint_v1
P006407,train,prompt_disjoint_v1
P000804,train,prompt_disjoint_v1
P003520,train,prompt_disjoint_v1
P005233,train,prompt_disjoint_v1
P003044,train,prompt_disjoint_v1
P005993,train,prompt_disjoint_v1
P004023,train,prompt_disjoint_v1
P006804,train,prompt_disjoint_v1
P002321,train,prompt_disjoint_v1
P004684,train,prompt_disjoint_v1
P005356,train,prompt_disjoint_v1
P005845,train,prompt_disjoint_v1
P001532,train,prompt_disjoint_v1
P001262,train,prompt_disjoint_v1
P004661,train,prompt_disjoint_v1
P004184,train,prompt_disjoint_v1
P004880,train,prompt_disjoint_v1
P002686,train,prompt_disjoint_v1
P001598,train,prompt_disjoint_v1
P003678,train,prompt_disjoint_v1
P000612,train,prompt_disjoint_v1
P003721,train,prompt_disjoint_v1
P004853,train,prompt_disjoint_v1
P002868,train,prompt_disjoint_v1
P001171,train,prompt_disjoint_v1
P006554,train,prompt_disjoint_v1
P000631,train,prompt_disjoint_v1
P002853,train,prompt_disjoint_v1
P006558,train,prompt_disjoint_v1
P004221,train,prompt_disjoint_v1
P005911,train,prompt_disjoint_v1
P005881,train,prompt_disjoint_v1
P003542,train,prompt_disjoint_v1
P002128,train,prompt_disjoint_v1
P003164,train,prompt_disjoint_v1
P003010,train,prompt_disjoint_v1
P004293,train,prompt_disjoint_v1
P005211,train,prompt_disjoint_v1
P004355,train,prompt_disjoint_v1
P006097,train,prompt_disjoint_v1
P000941,train,prompt_disjoint_v1
P006643,train,prompt_disjoint_v1
P004823,train,prompt_disjoint_v1
P005829,train,prompt_disjoint_v1
P007013,train,prompt_disjoint_v1
P005279,train,prompt_disjoint_v1
P005166,train,prompt_disjoint_v1
P003716,train,prompt_disjoint_v1
P000234,train,prompt_disjoint_v1
P003428,train,prompt_disjoint_v1
P003249,train,prompt_disjoint_v1
P002158,train,prompt_disjoint_v1
P001307,train,prompt_disjoint_v1
P000440,train,prompt_disjoint_v1
P006466,train,prompt_disjoint_v1
P001982,train,prompt_disjoint_v1
P004907,train,prompt_disjoint_v1
P002176,train,prompt_disjoint_v1
P006717,train,prompt_disjoint_v1
P004763,train,prompt_disjoint_v1
P001029,train,prompt_disjoint_v1
P000241,train,prompt_disjoint_v1
P006794,train,prompt_disjoint_v1
P003110,train,prompt_disjoint_v1
